id	preprotext	irony
278	If I ever need a brain transplant I 'd choose yours because I 'd want a brain that had never been used * url *	1
279	Darn it , I forgot to take pictures with trees today . TOPIC_fbphotospeoplepost	1
280	Yeah my thumb 's fine thanks mum and I am so happy that you feel going for a walk is more important than preparing me for sixth form .	1
281	Can not think of a better way to start off my day than with a 8am microbiology class	1
282	I love that im wide awake with him sound asleep next to me TOPIC_wishicouldsleep	1
283	Awkward eye contact is just fantastic	1
284	AUTHOR_TOKEN lol watching gay people is so inspiring ! ! again	1
285	Im glad my friends talk to me . .	1
286	Gee wiz what a great day so far . You can cut the tension with a knife and they think im faking TOPIC_great .	1
287	My favorite feeling is disappointment	1
288	I just love having my eyes water when I sneeze . .	1
289	Forgot to bring my headphones to the gym this morning , the music they play in this gym pumps me up soo much ! TOPIC_badmusic	1
290	Love getting home from work knowing that in less than 8hours you are getting up to go back there again .	1
291	AUTHOR_TOKEN AUTHOR_TOKEN glad I left you all in charge ! I mean look at all that you got accomplished that we actually needed done ! EMOJI_572	1
292	Morning classes are my favesiess TOPIC_voiceanddiction Good thing there is a French kid in my class to entertain me . .	1
293	Just another original apple invention . A notification shade . Where do they come up with this stuff . . * url *	1
294	Gotta love getting up early on your two days off and doing harder work then normal without bieng paid TOPIC_unreal TOPIC_thebest	1
295	I really hope the entire population of peterborough county enjoys their a & w . . TOPIC_notbusyatall	1
296	talking about how crazy your night is going to get tonight in class makes you sound soo cool . TOPIC_growup	1
297	It seems the only time I can stay awake now it 's at 4:30_in_the_morning . No need to sleep anymore . Do not worry . I am fine . TOPIC_FML	1
298	Suns out and I am working 👎 ☀ TOPIC_yay	1
299	My allergies plus my lack of sleep last night are going to make for a great day today ! ! !	1
300	AUTHOR_TOKEN who dosent want to be invited to a foam party with a bunch of kids running around half naked . . TOPIC_thatssomesickshit	1
301	Time for a 3 hour class . TOPIC_YAY	1
302	That 's cool I really needed to know that ! I am serious thank you for telling me ! ! EMOJI_788	1
303	WOO getting your blood drawn is so much fun ! ! !	1
304	I just realized i need straight a 's this year to go to the college i want to go to . I fucked myself over freshman year TOPIC_nopressure	1
305	Your perfect relationship is over ? Did not see that one coming . TOPIC_knewit TOPIC_joke	1
306	Dear Teva , thank you for waking me up every few hours by howling . Your just trying to be mother natures alarm clock .	1
307	Yeah because I always lie to you	1
308	neighbors house just burnt down . . TOPIC_BetThatsFun .	1
309	It feels great to know my car is on E and gas is 4 bucks a gallon TOPIC_not TOPIC_crying	1
310	AUTHOR_TOKEN dude eagles scrubs are killing the jets scrubs . . I am thrilled	1
311	AUTHOR_TOKEN , thanks for keeping it simple because I am really TOPIC_insulted TOPIC_notawildroser TOPIC_liedtoagain TOPIC_albertapc TOPIC_ableg	1
312	AUTHOR_TOKEN you must be a redneck if your twitter profile pic is you with a cowboy hat on . . TOPIC_fakes	1
313	Oh how I just love being the only girl in the class ! !	1
314	going to school with wet TOMS . TOPIC_lovetoday	1
315	Already a great start to my day . .	1
316	Lets all live life like a taylor swift album . Learn some serious life lessons .	1
317	TOPIC_JerseyShore is ending . You mean I will not be able to watch over paid snotty party animals anymore AUTHOR_TOKEN AUTHOR_TOKEN	1
318	Come home to any empty house & no food TOPIC_staving TOPIC_thisisnice	1
319	I love doing 90 and 100 yard sprints just for warmups in football .	1
320	There is no gun problem in this country	1
321	I love the way you lie	1
322	Looking forward to staring at the ceiling until I fall asleep TOPIC_SomeonePlayWithMe .	1
323	I am getting back to England on the same morning that school starts . . TOPIC_Great .	1
324	6 a . m . lifting right to 8 a . m . classes . . gotta love college TOPIC_Exhausted	1
325	I am so sorry if my crossing the street in that crosswalk was so offensive to you . Jerk Drivers !	1
326	So glad i am losing sleep over someone I barely know . . TOPIC_waytogocait	1
327	Soo TOPIC_housework TOPIC_fun TOPIC_yeah . . much ?	1
328	oh and yay work directly after all my classes	1
329	Does not everyone love getting allergy shots once a week ?	1
330	Going to enjoy listening to the same 5 songs on the radio on the way to Sudbury TOPIC_fuck	1
331	I love it whenever my brother gets up and turns on all the lights . .	1
332	Going to back to shithole parma senior high , cant wait to see all your shining faces .	1
333	Please keep rubbing it in . I love it .	1
334	I am ending my summer off great sitting inside all day doing nothing EMOJI_736 lol	1
335	Lights turing off while I was in the shower , not scared or anything . . TOPIC_almostscreamed	1
336	AUTHOR_TOKEN TOPIC_missyoualready TOPIC_idontmeanit TOPIC_goodbye TOPIC_chicken	1
337	And I am back to the real world of working a crapy job by day and being a musician by night . TOPIC_livingthedream	1
338	Love the possibility of weekend work . Its what gets me up on a Friday_morning ! !	1
339	Having chemistry ever day is going to be soo much fun ! EMOJI_811	1
340	Woow that just puts me in a great mood EMOJI_3	1
341	I am glad everyone in my house is in such a great mood . . TOPIC_annoyedtweet	1
342	Visit to the dentist and changing a flat - two of my favorite things in one morning . Talk about stars aligning !	1
343	That was exactly how I wanted to spend half my day	1
344	Im glad I pay a shit ton of money to come to this school and do absolutely nothing all day . TOPIC_broke	1
345	The past two hours I have sat in a senior class being instructed what color is and how to open Indesign . I feel so enlightened .	1
346	Time to sleep I suppose , because my body does not lye down and do nothing enough anyways . TOPIC_sweetdreams	1
347	this day just keeps gettin better n better	1
348	That plan to go to bed earlier in preparation for school went well .	1
349	TOPIC_Isaac TOPIC_Cleco estimates power back on by 6PM . . On Sep_2nd ! Yeah , fast service . .	1
350	Just love it when my guys clean their desks and put all that paper in their out boxes for me to deal with . TOPIC_blessed TOPIC_jobsecurity	1
351	Is everyone as excited about the TOPIC_GOP and TOPIC_Democrat conventions as I am ? ! ? TOPIC_serioussarcasm TOPIC_deepyawningmawofsarcaam	1
352	AUTHOR_TOKEN AUTHOR_TOKEN Wow you guys are such great friends . . EMOJI_524	1
353	20 minutes of laundry at 1 am . Awesome	1
354	Agh i only got 5 hours of sleep last night . & fee night is tonight so im gonna look a mess . Great way to start off the school year .	1
355	I should sleep , I have an early class tomorrow . Fan-tastic !	1
356	Last minute wisdom teeth appointment on Wednesday . Can not wait .	1
357	"Greaat ! ! ! Jus wat we need RT "" AUTHOR_TOKEN : The drought in the United States is likely to push food up prices in South Africa . """	1
358	Yes , cleaning up trash was exactly how I wanted to start my day	1
359	I just love getting a random schedule change and not even knowing about it ! EMOJI_5	1
360	My first head cold in I do not remember how long . Which is awesome timing as I have so much energy to spare !	1
361	Love being wide awake at this time !	1
362	Great time to get sick	1
363	Miley Cyrus quotes the Buddha . Wow , is not she a dedicated Christian , just like she always says !	1
364	What beautiful passport photos I just took TOPIC_vom	1
365	Two classes on the engineering quad . . Not out of place at all . . TOPIC_awkward	1
366	Oh hey it 's raining in Greenville . What a huge surprise ! ! ! ☔	1
367	Way to blame me	1
368	My anatomy teacher decided that its the first day so lets stay in class for the entire 4 hours . . awesome TOPIC_elcamino	1
369	That 100 degree heat index made that one of my most enjoyable runs to date ! ! TOPIC_humid	1
370	Glad to see NHS holds its title by making us go to school today . . TOPIC_NoOneElseHasToGo TOPIC_Unfair	1
371	Welp . . I am guessing the person that invented those mini car vacuums was a parent . I can almost guarantee it . * url *	1
372	I just love my job ! TOPIC_countingtheminutesuntilIgettoleave	1
373	Feels great when I can not sleep , especially when all I want to do is talk to you .	1
374	Wet , foggy , and dark , sounds like a good combination of driving weather	1
375	Wow its feels nice to be appreciated TOPIC_suckyfriends	1
376	Seriously today is gonna kick my butt . Not feeling good and I have to sit through a tuesday schedule . . TOPIC_sooofuuun	1
377	Guess I will study Art Appreciation some more & write my Ethics papers ! Oh how fun !	1
378	Haha wow it 's amazing how some seniors can leave after fourth period TOPIC_jealous EMOJI_816 EMOJI_790	1
379	OMGOMG can not wait for school tomorrow ! EMOJI_44	1
380	I love how they are takin his side over mine tonight	1
381	""" he looked like a potato shoved into jeans "" An example of songwriting at its finest ."	1
