id	preprotext	irony
847544674235625472	VoxNews : Assessore PD fonda ONG che aiuta profughi a fare ricorso a spese nostre : Da una ricerca condotta dall … URL_TOKEN	0
532156818961600512	Votate sì ! La Buona Scuola - INSERIMENTO IN RUOLO DOCENTI SFP VECCHIO ORDINAMENTO URL_TOKEN TOPIC_labuonascuola	0
826944515114225664	Vorrei un campo rom vicino la casa di tutti quei buonisti e moralisti che predicano così bene !	1
847175823668989954	Vorrei sapere per quanti anni un giovane musulmano rimane praticante . Dopo un po ' se ne fregano della religione TOPIC_GABBIAOPEN	0
824695235817115650	Vorrei fare con te come TOPIC_Salvini ai rom con le ruspe	1
800789580677054464	Vorrei dire una cosa in favore dei TOPIC_rom che nessuno dice mai . Fatto . TOPIC_dallavostraparte	1
155265960394244097	Vorrei che tutti i quintali di pasta al forno che gli ora stiamo mangiando siano goduti alla faccia di Mario Monti e della EMOJI_504 e TOPIC_wl ' Ungheria	1
136750524518236160	Vorrei Che lo sforzo di Mario Monti fosse sostenuto e sorretto da una valanga di pensieri positivi . . Possibile ? In Italia ?	0
835151283053019136	Vorrei avere piú caratteri per discutere civilmente del caso della rom urlatrice , per esempio .	0
555300866555904000	Vorrei anche io fare battute sul profeta islamico , ma ometto TOPIC_sapevatelo	1
785211366609125376	Volevo caricare la mia bici in macchina ma per fisica ci siamo accorti che era più grande la bici della macchina e sembravamo ladri rom	1
553183622686343169	Volevo avvisare tutti i terroristi Islamici che mi seguono : TOPIC_barbaradurso ha ripreso a fare giornalismo . .	1
146197759299563521	Volantino TOPIC_Rifondazione per lo TOPIC_sciopero generale contro la TOPIC_manovra depressiva del TOPIC_governo TOPIC_monti URL_TOKEN	0
511444129306648576	"Voi siete il buono della scuola : fatelo capire ai teorici della "" buona scuola "" . Buon inizio ragazzi . TOPIC_primogiornodiscuola ( cit . )"	1
152677662530355201	Voi avete qualche notiziuccia fresca sull' armata brancaleone ? ( governo Monti )	1
132229805667127296	Vogliono fare il governo Monti o il governo Casini ? E se poi Silvio resiste ?	0
825389496183160832	Vogliono abbattere i TOPIC_lupi perché sono troppi . Beh sono troppi anche i politici i rom i clandestini . Avanti i primi .	1
840853311356059648	"voglio l' eclettismo di voi falliti che passate da "" no alla violenza contro salvini "" a frasi tipo "" bruciamo i campi rom "" TOPIC_salvininapoli"	1
569139416737959937	Voglio andare ad Alghero in compagnia di una straniera . . baciar si sul mare forza 9 , poi vomitare , ma come fai poi a baciar ti . . ahahahah	1
134409602623209472	Vogliamo il Presidente Mario Monti URL_TOKEN Presidente ! TOPIC_FullMonti	0
525223375955038208	Vogliamo anche al liceo l' alternanza scuola lavoro TOPIC_labuonascuola AUTHOR_TOKEN	0
521991421096898560	Vladimir Luxuria incontra Berlusconi . Chissà di che cazzo hanno parlato . [ AUTHOR_TOKEN ]	1
810109798570164224	Viva la Sicilia e viva tutti profughi che arriveranno 2017 ! ! ! Pensate ! ! Senza AUTHOR_TOKEN che cosa succederà EMOJI_769	1
193073825712312321	Visto che una possibilità l' abbiamo data a tutti i mafiosi disponibili non vedo perchè non dovremmo ora dar la anche a TOPIC_Grillo .	0
800106568947736576	Visita di Bergoglio a Milano : incontrerà islamici , immigrati e rom , se ha tempo i cattolici italiani | Riscatto . . URL_TOKEN	1
561984988007370752	Visita alle Ardeatine , discorso di otto parole , messa all' alba e selfie con le suore . Al confronto Napolitano era Balotelli . [ AUTHOR_TOKEN ]	1
462655703736647681	Violenze e spari a Roma prima della finale di Coppa Italia . Bello che si stia valorizzando anche questo trofeo . [ AUTHOR_TOKEN ]	1
809134936116563968	Vieni dall' estero in Italia e da 20anni vivi in mezzo alla merda di un campo nomadi Lasci la cacca per andare nella merda TOPIC_chilhavisto	1
165455668776665088	Videoforum con Mario Monti Video Repubblica la Repubblica . it URL_TOKEN via AUTHOR_TOKEN	0
834927790457749504	Video … Roma , intervista choc a imam : “ Roma è già musulmana . L ’ Islam moderato non esiste ” URL_TOKEN via AUTHOR_TOKEN	0
787397683698929664	VIDEO . 117 migranti sbarcati a Pozzallo , C ’ è anche la mamma del bambino annegato . Fermato lo scafista URL_TOKEN	0
142249749687451648	Video : Il mio commento sul governo Monti . . URL_TOKEN	0
835783434253520896	Vicenda TOPIC_Lidl , dai giudizi della gente qui su Twitter sembra che i rom siano tutte brave persone . Mi sento decisamente sollevato .	1
853659371653529600	Via crucis e pasqua blindati terrorista apiede libero d' Italia e sbarchi aflotte continuano . . avanti invasion ci faran sterminar tutti	0
852076513906147328	VIA ALLE INDAGINI | Esplosioni a Dortmund \ nIndagini della Polizia \ nSi valuta pista islamista \ nFerito anche un agente … URL_TOKEN	0
842024077707624449	via AUTHOR_TOKEN “ Tracing Bus ” della Croce Rossa : la cabina telefonica itinerante per i migranti URL_TOKEN	0
810961324075261957	Vi vogliamo bene . Il tricolore della mia amata Patria Italia sarà in lutto per voi fratelli tedeschi TOPIC_noterrorismo TOPIC_aleppo	0
136778269583351808	Vi siete sciroppati di buon grado un Governo di pulcinella e ballerine e ora fate le pulci al Governo Monti ? ! Ma ripijateve ! TOPIC_rimontiamo	1
192544122769391616	Vi prego , qualcuno fermi TOPIC_Grillo ! L'Italia non sarà mai un paese normale in cui i TOPIC_Grillo e i TOPIC_Berlusconi vengono cacciati a calci nel culo ?	0
135465235623587843	Vi immaginate se stanotte a Mario Monti gli prende un coccolo ne ma a non muore , si riduce come Bossi ? TOPIC_aeiouy TOPIC_capodannoitaliano	1
521224155518468100	Ventura : La buona scuola , per il PSI scuola del Veneto rischia di essere un ’ epica guerra tra poveri URL_TOKEN	0
817053433199034368	"Ventimiglia : migrante muore dopo esser stato investito , Galluccio ( FdI-An ) "" Dobbiamo aspettare altri morti o ch . . URL_TOKEN"	0
528488944661704704	Venite a Roma il 10 novembre alla TOPIC_palestrainnovazione di AUTHOR_TOKEN con AUTHOR_TOKEN per TOPIC_labuonascuola	0
474128662695256064	Venezia , Pd sotto inchiesta per i finanziamenti alle dighe . Ancora una volta è una lettera a distinguer li dal Pdl . [ AUTHOR_TOKEN ]	1
521644410921299968	Venerdì sera sarò relatore all' iniziativa su riforma scuola del Pd Reggello . Partiremo da qui TOPIC_labuonascuola URL_TOKEN	0
506394687830507520	Venditore da record riesce a piazzare 1.266 Folletto in un anno . E la Mogherini in Europa . [ AUTHOR_TOKEN ]	1
834472802950533132	"Vedo già Salvini , e tutti i gruppi "" No Immigrati "" , sfregar si le mani all' idea di mandare tutti i migranti sui pianeti di TRAPPIST - 1 ."	1
134403213712560128	Vedo che la gente sta accogliendo Mario Monti come fosse il Messia . Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli !	1
717385393268789248	Vedo che c' è molta disinformazione sul referendum del 17 maggio . [ AUTHOR_TOKEN ]	1
852136639598145536	Vedi ? Il fatto è islamico ! Non li avete integrati bene . Volevano il biglietto della partita aggratis . EMOJI_822 🤦 ‍ EMOJI_709 ️ TOPIC_dortmund TOPIC_tagadala7	1
849173688821977088	vedete bene a cosa è servito importare forzatamente immigrati stranieri a far ci diventare tutti schiavi URL_TOKEN	0
824634347215093760	Vedere gli stati contro i rom e poi stati sulla giornata della memoria , davvero mi fate venire la pelle d' oca , fenomeni .	1
825094933698768897	Ve lo dico adesso . Meglio morta che califfata . TOPIC_islam TOPIC_musulmani URL_TOKEN	0
661555841653481472	Vaticano , un monsignore e una donna in manette . Non si erano accordati sui ruoli . [ acid rain ]	1
847404622222303235	"Vaticano contro Trump , appello alla chiesa Usa : "" Azione di lobby per far cambiare politica immigrazione "" … URL_TOKEN"	0
507283559439413248	Vai Mattè , che dopo aver fatto TOPIC_labuonascuola ti ci rimandiamo anche a te ! AUTHOR_TOKEN URL_TOKEN	1
145892553462517760	Vado in bagno . Evacuo il PDL e il Governo Monti che è in me .	1
848646425147834368	Vabe dai , non ti preoccupare passa tutto . Consiglio acqua e zucchero , forse è una carenza di energia TOPIC_rom TOPIC_LeIene URL_TOKEN	0
137522888847798272	Vabbè dopo le dichiarazioni di voto si può dire che da oggi il governo Monti è ufficialmente nato . Buon lavoro a tutti !	0
195592731416989696	Va bene , sosteniamo TOPIC_Grillo che soffia sul fuoco . Sosteniamo chi si è fatto conoscere mandando a fanculo la gente . TOPIC_serviziopubblico	0
507241858951835648	Va bene TOPIC_labuonascuola , ma noi attuali studenti di TOPIC_sfplm85bis non potremo diventare maestri prima del 2020 . . ! EMOJI_576 AUTHOR_TOKEN AUTHOR_TOKEN	0
812993633066557440	update della giornata : i testimoni di geova sono ebrei , ma ogni tanto anche musulmani	1
530474834191732737	Uova contro Renzi . Ora sono in camicia . [ AUTHOR_TOKEN ]	1
136050417246277632	Uno a caso : Mario Monti . Le larghe imprese di Mario Monti URL_TOKEN	1
688691992105218048	"Unioni civili , Pd diviso tra il "" No "" e il "" Sia chiaro che ho un sacco di amici gay "" . [ guli 1979 ]"	1
850618322072764416	Unica soluzione è cacciare TUTTI i musulmani NON integrati fino alla 3a gen che si ammazzassero nei loro paesi come fanno da secoli MALATI !	0
834360663388598272	Unar , dopo lo scandalo a rischio i progetti : anche la casa-accoglienza per profughi transessuali di Bologna - Il . . URL_TOKEN	0
520497831803912192	Una volta lo sciopero scolastico era al sabato , da quando c' è la settimana corta anche a scuola , si anticipa tutto al venerdì TOPIC_labuonascuola	1
847545450559401986	"Una società senza figli non ha futuro e alla "" islamizzazione "" dell' Europa non mi arrendo ! TOPIC_primagliitaliani . > URL_TOKEN …"	0
802094496133615616	Una nuova invasione di migranti in Europa , la minaccia fa tremare anche l' Italia URL_TOKEN	0
526940973973385216	Una nuova alba , idonei 2012 in campo , si ' alla buona scuola AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN TOPIC_idoneiconcorsone2012 TOPIC_pantarei	0
163673457291296769	Una email a Mario Monti URL_TOKEN TOPIC_voiceovernet TOPIC_governo TOPIC_mariomonti TOPIC_opengovernment TOPIC_wikicrazia	0
837307255439654913	Una cosa è certa : non ci sono campi rom a meno di 100 km dalla casa della Meli EMOJI_804 TOPIC_TagadaLa7	1
524632634476216320	Una consultazione di “ regime ” per organizzare il plebiscito a sostegno della “ buona scuola ” di Renzi URL_TOKEN TOPIC_lacattivascuola	0
507157122829017088	Una buona scuola per un mondo buono . Firmato Mulino Bianco	1
568035623984095232	Un teorico dell' islam dice che è il sole che gira attorno alla Terra . Starebbe bene come ministro nel nostro governo .	1
161062577055608833	Un risultato sicuramente ottenuto dal TOPIC_governo TOPIC_Monti e stato quello di aver TOPIC_insabbiato i costi della politica col battage sull' evasione !	0
854445190446276609	Un quiz : se una ONG italiana porta in Germania 40 profughi in pullman , li accolgono ? Le ONG europee via nave li portano tutti in Italia .	1
143416687511867392	un presidente del consiglio che ha deciso di non essere pagato , un ministro che si commuove il governo TOPIC_monti è un vero miracolo	0
553113173604454400	Un piatto di pasta e chiediamo gli scusa per non essere anche noi musulmani . Magari così diventano nostri amichetti e non ci uccidono più .	1
151214228131430402	Un pensiero : Dobbiamo avere fiducia in noi stessi per preparare un' Italia migliore per i nostri figli . ( Mario Monti )	0
578421137715163137	Un pensiero di ringraziamento ogni mattina va sempre ai comunisti che ce li hanno portati fino a casa musulmani rom e delinquenti grazie	1
144919466491392000	Un manifestante TOPIC_NoTav chiede a Cicchitto cosa farebbe il TOPIC_PDL se il governo TOPIC_Monti toccasse le TV di Berlusconi . . KABOOM ! TOPIC_PiazzaPulita	1
134571835303002112	Un governo Monti con Berlusconi dentro ! URL_TOKEN	0
162868194959294466	Un governo eletto non avrebbe avuto il coraggio di fare le scelte del governo Monti , dure , impopolari , ma coraggiose .	0
136492300841910272	Un governo TOPIC_Monti TECNICO con 5 sottosegretari alla Presidenza : AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN o AUTHOR_TOKEN TOPIC_Maroni AUTHOR_TOKEN ?	0
691944490735669249	Un fucile giocattolo riesce a seminare il panico . Speriamo funzioni anche con gli F - 35 . [ AUTHOR_TOKEN ]	1
507390126641922048	Un domanda : Ma tutti i film sulle supplenti quindi non potranno più nemmeno più fare ? TOPIC_labuonascuola AUTHOR_TOKEN	1
508622443792310273	Un docente dovrebbe insegnare anche il rispetto per le istituzioni . Può far lo se è tradito dalle istituzioni ? TOPIC_tfaordinario TOPIC_labuonascuola	0
160012325682819072	Un augurio di buon onomastico al presidente del consiglio Mario TOPIC_Monti	0
521709815887060993	Un altro quesito per gli spacciatori de TOPIC_labuonascuola : come pensate che la scuola sia in grado di sopportare un altro miliardo di tagli ?	1
146631909219381248	Un altro prodigio del governo Monti : imposta bollo sui conti correnti , 34 euro di tassa sui conti correnti . TOPIC_MANOVRA TOPIC_monti TOPIC_tasse	1
701123861660745728	Umberto Eco era un grande studioso del Medioevo . Che beffa andar se ne proprio ora che stava tornando . [ AUTHOR_TOKEN ]	1
509612393006391296	UIL . Blocco stipendi per prossimi 10 anni , grazie a TOPIC_labuonascuola URL_TOKEN	1
162852940929961984	Uh , per la prima volta dopo secoli Olli Rehn dice qualcosa di positivo sull' Italia . Dobbiamo fare santo Mario Monti . .	1
819876194896187392	"Uffa con queste indagini "" monche "" sui terroristi che fanno proselitismo in carcere ; il campo di applicazione del 41 bis anche a loro ."	0
590428215811960832	UE elabora il piano per i migranti - URL_TOKEN parole o anche fatti ? ? ? URL_TOKEN	1
462526508507353088	Ucraina , strage alla Casa dei sindacati . Era così brutto il concerto ? [ AUTHOR_TOKEN ]	1
144014903232049152	Ucina Confindustria Nautica : Considerazioni sui Provvedimenti Illustrati Ieri dal Governo Monti : URL_TOKEN	0
670685987731820544	Ucciso il leader degli avvocati curdi . Tanto gli erano rimasti pochi clienti . [ arthur rombò ]	1
823090273811107841	Uccise immigrato : 4 anni e permesso di lavorare , alla vittima 5 mila euro URL_TOKEN URL_TOKEN	0
510087689115557888	Uccisa l' orsa colpevole di aver attaccato un cercatore di funghi . E poi pretendiamo che ci restituiscano i marò . [ AUTHOR_TOKEN ]	1
150964160874815488	Uau mario monti ci fa il regalo dinatale e approda su twitter . Che culo .	1
136776507828875264	Twitter . Lorenzo Ornaghi ministro del governo Monti ? URL_TOKEN	0
518673171898441728	Tutto il bianco non è farina si dice dalle partidi TOPIC_renzi . TOPIC_labuonascuola non fa eccezione URL_TOKEN	0
516470838422683648	Tutti parlano di merito x TOPIC_labuonascuola ma gli unici ad avere vinto un concorso pubblico sono i TOPIC_vincitorisenzacattedra AUTHOR_TOKEN Rispetto	0
825979522344423424	Tutti i MMS parlano dei morti islamici in Canada . Ma non parlano dei cristiani che giornalmente vengono uccisi dagli islamici .	0
821681241506410497	tutti i migranti a casa di AUTHOR_TOKEN e AUTHOR_TOKEN . . mi sembrano molto buoni e accoglienti . . prr	1
511478278839099392	Tutti gli iscritti in GaE meritano veramente il ruolo ? e chi ha lavorato sul serio per la scuola , ma non è in GaE ? TOPIC_labuonascuola	0
192362301687480321	Tutti a dire che TOPIC_Grillo è il problema . E non vi rendete conto che è il sintomo del disfacimento della nostra democrazia .	0
193091290840305665	tutti a criticare TOPIC_Grillo ! ! ! e nessuno il TOPIC_Movimento5Stelle ! ! ! This Is Italy ! !	0
519105695967621121	Tutte ste persone che lodano TOPIC_labuonascuola . . O sono leccapiedi o sono parenti di Renzi o della Giannini . Non c' è alternativa ! !	1
136692248166416385	Tutt'Italia si chiede quanto durerà il TOPIC_Governo TOPIC_Monti ? ! Ovvio ! Tempo di una scalata ! TOPIC_oramonti TOPIC_sapevatelo	1
852461152751697921	Turchia : cacciate 4 ong straniere , anche una italiana URL_TOKEN	0
614876673746538497	Tunisia , nessun italiano tra le vittime . Fortuna che in spiaggia non c' era il wi-fi . [ AUTHOR_TOKEN ]	1
814463819242151936	Tu un terrorista lo espelli ? Ma in che cazzo di paese viviamo ? Diamo gli dei mezzi di distruzione di massa poverino . … URL_TOKEN	1
847165416921354241	Tu immigrato spacciatore e che porti degrado vuoi venire in Italia ? Vieni pure , ti aspetto qui sulla costa . TOPIC_nuota TOPIC_dallavostraparte	1
193074005832507393	TT Twitter Italia 22:30 : 1 . TOPIC_Grillo 2 . TOPIC_serviziopubblico 3 . TOPIC_piazzapulita 4.Prince Of Persia 5.Renzi 6.Franca Rame 7.Partito della Nazione	0
193058906132590592	TT Twitter Italia 21:30 : 1 . TOPIC_primoLibro 2 . TOPIC_Grillo 3.Franca Rame 4.Prince Of Persia 5.Partito della Nazione 6 . TOPIC_cinemaInChiesa	0
193180781735182336	TT Twitter Italia 05:30 : 1 . TOPIC_cinemaInChiesa 2 . TOPIC_serviziopubblico 3 . TOPIC_Grillo 4.Trota 5.Levon Helm 6.Damon and Elena 7.Prince Of Persia 8.Lega	0
193141953536344065	TT Twitter Italia 03:00 : 1 . TOPIC_cinemaInChiesa 2 . TOPIC_serviziopubblico 3 . TOPIC_Grillo 4.Trota 5.Levon Helm 6.Prince Of Persia 7.Lega 8.Franca Rame	0
193096655241887745	TT Twitter Italia 00:00 : 1 . TOPIC_piazzapulita 2 . TOPIC_serviziopubblico 3 . TOPIC_Grillo 4.Franca Rame 5.Prince Of Persia 6 . M5S 7.Partito della Nazione	0
193083706842427392	TT ITALIA 23:08 1 . TOPIC_serviziopubblico 2 . TOPIC_piazzapulita 3 . TOPIC_Grillo 4.Franca Rame 5.Prince Of Persia 6.Belsito 7 . M5S 8.Nero Wolfe 9.Falcao	0
193058537503588352	TT ITALIA 21:28 1 . TOPIC_primoLibro 2 . TOPIC_Grillo 3.Franca Rame 4.Prince Of Persia 5.Partito della Nazione 6 . TOPIC_cinemaInChiesa 7.Welcome to My Life	0
634448778687303680	Tsipras si dimette , elezioni già a settembre . La solita efficienza tedesca . [ AUTHOR_TOKEN ]	1
800277682995003393	Trump dice che la statua della libertà è anacronistica e incita all' immigrazione , come dire che la cappella del . . URL_TOKEN	0
785397803392655360	"Trump attacca su musulmani e terroristi , Hillary : "" Voglio un paese che accolga tutti "" ( La Repubblica ) … URL_TOKEN"	0
145653380931530752	Trovato l' ispiratore delle ricette del governo Monti : Bisogna prendere il denaro dove si trova . Presso i poveri . . URL_TOKEN	1
144211269191335937	"Troppo berlusconismo nell' esordio del governo Monti . E l' Italia , a furia di subire "" lacrime e sangue "" , è governa . . URL_TOKEN"	0
845890925826072576	Tripoli , saltato l ’ accordo fra Italia e Libia sui migranti URL_TOKEN	0
505261765773766656	Tripadvisor , recensito un hotel chiuso da sette anni . Qualcuno trovi qualcosa da fare a Bersani . [ AUTHOR_TOKEN ]	1
799985919663149056	Trieste , profughi cacciano disabile dal bus : arrivano le pattuglie di Forza Nuova sui mezzi pubblici URL_TOKEN	0
515151682070917120	Trattativa Stato-mafia , Napolitano testimonierà in tribunale . Che poi verrà distrutto . [ AUTHOR_TOKEN ]	1
615448029282336768	Tranquilli , da noi non vedremo mai scene come quelle dei bancomat greci . Intendo le file ordinate . [ AUTHOR_TOKEN ]	1
821661503606689793	TRAGEDIA IN CARCERE - Si toglie la vita il nomade Carlo Helt -- > URL_TOKEN	0
507105642675732480	traduzione riforma scuola di TOPIC_Renzi : per essere docenti migliori bisogna lavorare gratis , nessuna novità quindi .	1
554394037298671616	Tra tutto questo parlare di terrorismo , ho capito una cosa . Voglio far mi un imam .	1
508899261027999744	Tra poco riprende la TOPIC_scuola e noi siamo pronti a discutere di TOPIC_labuonascuola con i nostri compagni ! TOPIC_iopartecipo URL_TOKEN	0
134630198606970882	Tra le prime misure del TOPIC_governo TOPIC_Monti , i tagli ai costi della politica . Serve anche un TOPIC_Parlamento tecnico per votar li ? TOPIC_fatepresto TOPIC_308	1
144035543322329088	Tra le decisioni del governo Monti aumento della benzina di 10cent e del gasolio di 12cent da gennaio . Siete contenti ITALIOTI ?	1
590224943952089088	Tra il dire e il fare ci sta di mezzo un sacco di guadagno TOPIC_stragemigranti TOPIC_StatoCorrotto TOPIC_MafiaCapitale	1
508730097567014912	Tra i motivi dell' inefficienza della scuola italiana , le classi pollaio , ma va ? ! URL_TOKEN TOPIC_labuonascuola TOPIC_scuolapubblica TOPIC_m5s	1
507074506880712705	Tra 5 minuti presentazione piano scuola del governo TOPIC_Renzi . TOPIC_passodopopasso TOPIC_labuonascuola Stay tuned	0
134711722924711938	Totoministri per il governo Monti : Gelmini ai lavori pubblici , farà il tunnel dei neutrini !	1
505759622805065728	Totò Riina : “ Berlusconi dava alla mafia 250 milioni ogni sei mesi “ . E pensa se avessero divorziato ! [ valerio ]	1
847348525348212737	Toscana , regalati 30mila euro ai rom per fare la spesa in una Coop URL_TOKEN	0
162215178929324032	TORMENTONE SPREAD , MARIO MONTI VS SILVIO BERLUSCONI : + 86 URL_TOKEN TOPIC_viamonti	0
811244348268564480	Tor Sapienza , commissione sulle periferie nel campo rom Salviati . Boccuzzi : “ L ’ immondizia sarà TOPIC_news TOPIC_Roma URL_TOKEN	0
529961479940755457	Topi nelle scuole di Roma URL_TOKEN sono buoni pure quelli ? TOPIC_labuonascuola TOPIC_ibuonitopi	1
144373653549744128	Toh , il governo TOPIC_Monti piace più della scorsa settimana . Che è successo ? La Bilderberg ha truccato i sondaggi ? URL_TOKEN	1
856851306744512512	Toh , che caso : clandestino , islamico radicale e terrorista . Costa stava per fare URL_TOKEN	1
520449570934120448	"Today thousands of school students will be protesting in Italy against the reform called "" buona scuola "" initiated by TOPIC_Renzi government"	0
520594162090278912	Titola bene il AUTHOR_TOKEN . Oggi ci siamo mobilitati per difendere la scuola pubblica italiana . TOPIC_10ottobre TOPIC_labuonascuola AUTHOR_TOKEN	0
134937998767816705	"Ti promettiamo mari e Monti : "" NON mi fido della coalizione che c' è dietro il governo Monti . . URL_TOKEN"	0
533596034954715136	Thohir esonera Mazzarri e chiama Mancini . “ Conosci mica un buon allenatore ? “ [ AUTHOR_TOKEN ]	1
140082034851848192	Tg3 L'incontro fra Sarkozy , Angela Merkel e Mario Monti ha lasciato sul tappeto praticamente tutti i problemi . . URL_TOKEN	0
508941302604382209	TFA contro TOPIC_lascuolaingiusta ( altro che TOPIC_labuonascuola della propaganda pro TOPIC_Renzi . . ) URL_TOKEN	0
557566017858457600	Terrorismo , studente universitario espulso dall' Italia . Ma sarebbe bastato aspettare che si laureasse . [ AUTHOR_TOKEN ]	1
162100480359661568	Terremoti , naufragi , Mario Monti : vuoi vede ' che i Maya c' avevano preso ?	1
791335220511399936	TERESA MANNINO elenca gli stereotipi più diffusi sui migranti in Italia . URL_TOKEN	0
137971839652724737	Tecniche di colpo di Stato . Beppe Grillo sul Governo TOPIC_Monti . Mi pare uno zinzinino esagerato URL_TOKEN	0
791933330245623809	Tanto per chiarire cari romani complottisti e incivili , era colpa di TOPIC_AMA . I TOPIC_rom ringraziano ( Grazie TOPIC_Raggi per la fiducia nei cittadini ) URL_TOKEN	1
822076915204898816	Tanto a TOPIC_Roma ci pensano i TOPIC_rom a svuotare i cassonetti , giusto TOPIC_Virginia ? . . URL_TOKEN	1
153260540058275840	tanti auguri . . e tanti soldi prosperate . . nei soldi tante rikezze alla faccia del governo monti ! Samuele . . URL_TOKEN	0
815227838924259328	Tanta nostra stampa ha ignorato che gran parte dei TOPIC_ribelli TOPIC_siriani non erano civili inermi , ma TOPIC_terroristi URL_TOKEN	0
135476057045344256	Tanta fiducia nel governo Monti . .	0
476678382835757056	Tangenti Mose , Galan si difende : “ Ero convinto fossero per l ’ Expo ” . [ CONTINUA su URL_TOKEN ]	1
829672632408821760	Taglieggiavano i rom alla stazione di Milano : 7 anni a due agenti URL_TOKEN	0
142610865701658625	Tagliare TOPIC_pensioni , TOPIC_sanità e TOPIC_servizi e aumentare l ' TOPIC_iva serve a rilanciare il TOPIC_paese ? difficile da sostenere professor TOPIC_Monti	0
515390112797323265	Tagli al personale ata e blocco scatti di anzianità , eliminazione terza fascia : la buona scuola . . dei tagli ! ! TOPIC_MIDAperRUOLO	1
143408537404583936	TAGLI AI POLITICI ? MA DOVE ? GOVERNO MONTI , SPARATI !	1
799249839997546496	tagadà tutti i rom voteranno uniti x il si e hanno confermato di avere votato tutti uniti a Milano per sala , capito perché l' immigrazione	1
507211726635663361	Super SPOT : “ 150mila precari saranno assunti “ ( cit . ) TOPIC_scuola TOPIC_labuonascuola	1
134529155512541184	Super Mario Monti , Draghi e Balottelli per salvare l' Italia ci vogliono i Super Poteri .	0
507555877596172288	sulla riforma di AUTHOR_TOKEN il dubbio sorge spontaneo : sarà TOPIC_labuonascuola o TOPIC_labuonasola ? URL_TOKEN	1
527460686428127232	Sulla riforma del lavoro Vendo la cita l ’ Eneide . Tutta . [ CONTINUA su URL_TOKEN ]	1
695617614484238336	Sulla morte di Giulio Regeni l' Italia chiede all' Egitto indagini congiunte . Metti che alla fine i depistaggi non coincidano . [ AUTHOR_TOKEN ]	1
529338009871986690	Sulla carta TOPIC_labuonascuola sembra un bel progetto . Quando il governo lavora bene va riconosciuto .	0
841174623341432832	Sull'immigrazione il governo ricorre alla magia URL_TOKEN	1
626447005049618432	Sull'arresto di Azzollini il Pd ha votato secondo coscienza . Quindi a caso . [ AUTHOR_TOKEN ]	1
563073097973379073	Sul nome di Mattarella sono confluite tutte le personalità del Pd . Comprese le due di Civati . [ CONTINUA su URL_TOKEN ]	1
609656836145422336	Sul campo di Croazia-Italia compare una svastica . Sarà stagione , se ne vedono fiorire molte . [ AUTHOR_TOKEN ]	1
155345285017632768	Su Rete 4 c' è La Stangata . Quella vera , non quella di Mario Monti .	1
136537548993478656	Su rai 1 la partita dell' Italia non è criptata per gli utenti SKY : il primo vero effetto del governo monti ?	1
