id	preprotext	irony
34	AUTHOR_TOKEN lol EMOJI_768 . . Will let my kids know when they get up in the morning . . Thanks for the tip	0
35	AUTHOR_TOKEN you guys sure screwed this up royally . I am happy for Lester , the brain trust over there sucks . TOPIC_nicejob TOPIC_LesterToChicago	1
36	TOPIC_Aussie TOPIC_gunman TOPIC_was TOPIC_on terrorist TOPIC_watch TOPIC_list , PM TOPIC_says : SYDNEY – The gunman who took 17 hostages in Sydney . . URL_TOKEN	0
37	"Twig is now "" Sprig "" — 3 sec limit on new social video platform TOPIC_techtalk TOPIC_editorspick TOPIC_sillyvine TOPIC_Tr . . URL_TOKEN"	1
38	AUTHOR_TOKEN and what will that achieve ? Seriously ? To be fired . all the guys who had the balls to call them out are gone . .	0
39	Yay for another work at 4am day_EMOJI_784	1
40	Physical therapy at 8 am is just what I want to be doing with my Friday TOPIC_iwanttosleep	1
41	Omg AUTHOR_TOKEN did not tell AUTHOR_TOKEN he was in town EMOJI_822 TOPIC_trueFriend	1
42	I THOUGHT WHAT WE HAD WAS REAL , HOW COULD YOU BE FINE ? COZ I am NOT FINE AT ALL Oh wait . Fixed the caps lock ^ . ^ TOPIC_LaughNow . o .	1
43	"HaHaHaHa ! ! TOPIC_hypocrisy "" MT AUTHOR_TOKEN : Katie Hopkins calls Russell Brand a bully . . : URL_TOKEN """	1
44	That moment when you have so much stuff to do but you open AUTHOR_TOKEN . . TOPIC_productivity TOPIC_tumblr	1
45	Lol ! I m enjoying it 👭 TOPIC_Talks TOPIC_Crazyness TOPIC_SheNeverLeft sleepy ! ! EMOJI_754	0
46	Luv this	1
47	": When some naturopaths sell "" aromatic "" herbs the way apothecaries sell noxious poisons . TOPIC_Naturopath = TOPIC_Apothecary TOPIC_Herb = TOPIC_Poison"	1
48	AUTHOR_TOKEN : Goal of the Season 1970 : GOAL 1 . Jon Sammels TOPIC_ARSENAL vs TOPIC_manutd URL_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
49	really , what else can a fish be besides a fish ? AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
50	AUTHOR_TOKEN I think it 's a safe bet it will not fit the crime .	0
51	It will be impossible for me to be late if I start to dress up right now . TOPIC_studing TOPIC_university TOPIC_lazy	1
52	When you are already running late and then your car will not start < < < TOPIC_FantasticFriday	1
53	i decided to become my own boss to have more free time . . now i have no time left whatsoever .	1
54	loyalty vs . self protection loyalty vs . self protection loyalty vs . self protection loyalty vs . self protection	0
55	American Kids starting playing and now I am super missing TOPIC_summer2k14 TOPIC_kennychesney	0
56	AUTHOR_TOKEN do not know how TOPIC_Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured TOPIC_net positive ?	0
57	None of the big , disruptive innovations in our lives have come out of brainstorming . - Bruce Nussbaum URL_TOKEN	0
58	that way people get to understand disabilities and not stare at us funny wen we out and about TOPIC_IDPwD TOPIC_disability	0
59	AUTHOR_TOKEN AUTHOR_TOKEN Shit ! I better shut my stupid girly mouth because im so concerned about what men might think of me .	1
60	Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth ?	0
61	Tell me the TOPIC_Quintessential TOPIC_Aussie now is not a Govt paid job & then have the hyde to buy overseas online and pay no GST . mm TOPIC_SadButTrue	0
62	"AUTHOR_TOKEN "" Dirk 's got a lot of moves I am trying to steal . "" - Kevin Durant on his one-legged fadeway"	0
63	About once a yr I get a little nutty and reach for the orange marmalade . TOPIC_livingontheedge URL_TOKEN	1
64	Rogers , that smile just so accurately captures my reaction when I receive an extra high phone bill ! URL_TOKEN	1
65	"Whatever happened to the Guano Apes ? Did they ever make it "" Big in Japan "" ?"	1
66	Bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow TOPIC_fan of the design feeling the . . URL_TOKEN	0
67	Let your humility guard your pride . . Vanity should not be allowed to be with such a delicate thing .	0
68	Whenever I get sad about how things are going now , I just think of how awesome the future looks to be . TOPIC_secondsemester TOPIC_drumcorps TOPIC_college	0
69	I asked God to protect me from my enemies . . shortly after I started losing friends EMOJI_823 💯 or TOPIC_naah	1
70	Just delivered AUTHOR_TOKEN TOPIC_cronuts to AUTHOR_TOKEN hmm its for a customer I hope ! ! ! URL_TOKEN	1
71	Such . You still have to TOPIC_praisehim EMOJI_572	1
72	Hey heyy ! ! ! I . . wanna be a rockstar TOPIC_vscocam hero TOPIC_vsocam TOPIC_hero TOPIC_spiderman URL_TOKEN	0
73	AUTHOR_TOKEN : . AUTHOR_TOKEN awk moment when I tweeted first TOPIC_fakefan ! ! !	1
74	Waa mockingjay part 2 tahon depan meh 20_Nov_2015 wtvr Night at the museum 3 TOPIC_mustwatchb4decemberendssobssobs URL_TOKEN	0
75	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN nice to see the ambulance service is so important to OUR mps	1
76	I love finals week ! TOPIC_justkidding TOPIC_stressed	1
77	AUTHOR_TOKEN fucking copycat , although you are name is mint and the act we share it is probably a cause for alcohol filled celebration ! ! !	0
78	Literally cried when I woke up because I know what this day has in store for me TOPIC_TheStartOfTechWeek Ready TOPIC_JustShootMeKnow	0
79	AUTHOR_TOKEN Because I disagree w / you ? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards .	0
80	. AUTHOR_TOKEN . AUTHOR_TOKEN Oh that makes it all better ! ! !	1
81	Why did not I start watching the tudors earlier ? TOPIC_iloveit	0
82	AUTHOR_TOKEN URL_TOKEN TOPIC_CHRISTMAS TOPIC_GIFT GET STARTED AT MAKING MONEY IN SOCIAL MEDIA AUTHOR_TOKEN URL_TOKEN	0
83	"do not knw how to react everytime sum 1 says me being in a wheelchair "" inspires "" them ! im just living they same you are dude"	0
84	GET AHT A TAHN ! | The Made in PGH Gift Guide URL_TOKEN via AUTHOR_TOKEN	0
85	On my lunch break so sleepy EMOJI_796	0
86	TOPIC_Work TOPIC_Trains TOPIC_TheGrind TOPIC_London TOPIC_Business TOPIC_MyHappyFace URL_TOKEN	1
87	dude said I better think hard , so he can take me to cheddars lmao !	1
88	My TOPIC_Christmas ritual . . part one . TOPIC_HowTheGrinchStoleChristmas URL_TOKEN	0
89	Overcast at Creso . TOPIC_todayimloving TOPIC_beachwalk TOPIC_crescenthead URL_TOKEN	0
90	2014 can not end fast enough ! Stupid dead battery .	0
91	Not even 8am and I can already see this is going to be a wonderful day TOPIC_needmorecoffee	1
92	I have an idea , how about 911 operators do not ever describe race ? | | And police have to wear color blind glasses ? | |	1
93	AUTHOR_TOKEN but Russell is a good christian fella , he would not do that .	1
94	"Apparently my youth group thinks "" Are you kidding me ? "" is my default expression -- or "" nomal face . "" TOPIC_areyoukiddingme URL_TOKEN"	0
95	"AUTHOR_TOKEN TOPIC_PSA Hey Jay , I tuned in when u said "" why all the cocaine talk today . . after tweeting coke joke saw it 's Escobar 's 65th"	1
96	Interviewed a turkey & here 's what he had to say URL_TOKEN TOPIC_Thanksgiving	0
97	Planned on an early night last night . . Oh yaa course that happened . . TOPIC_gotinterupted	1
98	AUTHOR_TOKEN your last retweet though	1
99	2v4 S & D matches are just so fun . .	1
100	i just lovee bein short and having my sweatpants go all the way under my feet its so fun . . 💩	1
101	I love waking up at 8 am on a Saturday_morning after going to bed at midnight	1
102	A day where ruled AUTHOR_TOKEN , I got followed by AUTHOR_TOKEN . Wht a day ! ! Loll .	1
103	Jusuf Nurkic TOPIC_Bulls RT AUTHOR_TOKEN : He clearly has a lot of talent . Kind of amazing that Denver got him and Gary Harris for McDermott .	0
104	I do not even have progress on my thesis tas preparations for our event this thursday_EMOJI_820	0
105	Gym and I are gonna have a reeaall nice date tomorrow . TOPIC_imgoingtostruggle TOPIC_VSFS2014	1
106	Sony pulled a movie bc we are scared of a country that can not even keep its lights on at night ? Even motel 6 can do better than that . TOPIC_Zing	0
107	Had a nice 3 hour nap . Picking up my Chinese take-out and set to watch TOPIC_GuardiansOfTheGalaxy AUTHOR_TOKEN I added water chestnuts to my dinner	0
108	AUTHOR_TOKEN AUTHOR_TOKEN The Bears are probably the worst franchise in football at the moment .	0
109	I am so pissed off at Chicago . Like the people at the airport ruined so many peoples chances of ever meeting the boys EMOJI_785 EMOJI_785 EMOJI_785 . Way to go	1
110	Hell has frozen over . Literally . TOPIC_Texas2015 .	0
111	Can you write your name on a paper and take a picture . . — I can but I am busy answering this question oh . . URL_TOKEN	1
112	Its a marshmallow world in the winter 🎶 TOPIC_getthisoutofmyhead	0
113	Taking the bike through rainy and cold dark streets to the dentist . Yaay . TOPIC_Somuchfun	1
114	Reading about Barack Obama in the Barack TOPIC_Obama plaza TOPIC_moneygall oh the URL_TOKEN	1
115	that is the face of a tired man hahahahah	0
116	We want turkey ! !	1
117	AUTHOR_TOKEN happy to be of some small service EMOJI_572 AUTHOR_TOKEN AUTHOR_TOKEN	0
118	Choose your words carefully hurting someone feelings is not the right way to go .	0
119	What a joke . Thanks for the detailed response and communication with your customers . AUTHOR_TOKEN AUTHOR_TOKEN	1
120	AUTHOR_TOKEN Asalamoalekum . . EMOJI_770 kesay mizaj ? Thank you so much . It was posted on 2nd_December_2013 . Already there . EMOJI_828	0
121	Feeling artsy tonight . TOPIC_artsy TOPIC_homealone TOPIC_vienna TOPIC_studentlife AUTHOR_TOKEN b & e 's apartment URL_TOKEN	0
122	"showed mom this picture of me and AUTHOR_TOKEN & says "" this is grunge "" and she goes "" haha ! ! I love it ! "" TOPIC_momgoals URL_TOKEN"	0
123	AUTHOR_TOKEN explains why Inter went all Calciopoli over Juventus . .	0
124	I pray God comes back in America and saves us all .	0
125	TOPIC_Libby TOPIC_Lane TOPIC_appointment : TOPIC_Women TOPIC_bishops TOPIC_debate TOPIC_over : The appointment of the Reverend Libby Lane as the . . URL_TOKEN	0
126	Sad that when someone drinks they treat you like shit and will not talk to you .	0
127	We provide a structure that ensures you will successfully invest in real estate . URL_TOKEN AUTHOR_TOKEN	0
128	AUTHOR_TOKEN Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war . . and no one ever died under his watch .	0
129	Why am I sick ? * looks at other tweets * oh yeah sex . . TOPIC_lame	1
130	working a double on 2 hours of sleep here we go let us get it	1
131	For those of you that LOVE this time of year . URL_TOKEN	1
132	In other news i havent had a good nights sleep in a week . I feel great .	1
133	The pure TOPIC_reality of . URL_TOKEN	0
134	TOPIC_DIY . Change your TOPIC_MobileCover every day now . Enjoy ! URL_TOKEN	0
135	Happy 2nd anniversary to me in SGV . Happy OT here in client . Woohoo . I loove my job . Super . More years to go ! ! !	1
136	AUTHOR_TOKEN Cause of all the things in life this seems to be in TOPIC_Balance . | Music - Medicine , AUTHOR_TOKEN - Doctor | TOPIC_SuperDayLineUp	0
137	AUTHOR_TOKEN AUTHOR_TOKEN I guess that means MSM will dig something up to smear Barkley now . TOPIC_Ferguson	0
138	Jimi Agbaje is a fine man . . in respect to public service what notable landmark has he achieved ? Tested | Jimi . . URL_TOKEN	0
139	AUTHOR_TOKEN good thing we had enough TOPIC_whitewine and TOPIC_christmastrees to survive if needed . TOPIC_chardsohard TOPIC_fashion EMOJI_572	1
140	AUTHOR_TOKEN why all the delays ? happy	0
141	The fun part about 4 am drives in the winter , is no one has cleaned the snow yet	1
142	I miss the days when all my close friends lived in the same city .	0
143	so it 's claimed that 99 % of all russian athletes take performance enhancing drugs . there is a surprise	1
144	AUTHOR_TOKEN is that ?	0
145	Shoutout to my mom for being hella supportive of me	1
146	AUTHOR_TOKEN you may also see flags of ISIS with him is this govt and ch nisar do not admit EMOJI_387	1
147	AUTHOR_TOKEN that 's funny	1
148	Do you want more period related post or do you like how I post some personal things here on Instagram ? URL_TOKEN	0
149	URL_TOKEN TOPIC_AnalScreen TOPIC_Exotic Exotic brunette gets her little tight butt nailed right on the office desk	0
150	AUTHOR_TOKEN what time is the UFC press conference tomorrow with names of numerous fighters getting cut	1
151	TOPIC_Terror on high Seas . . | Fishing boat , allegedly from TOPIC_Pakistan , blows up at sea . . URL_TOKEN	0
152	TOPIC_what TOPIC_matters TOPIC_to TOPIC_me TOPIC_is TOPIC_gym TOPIC_holidays TOPIC_work TOPIC_the TOPIC_hell TOPIC_out URL_TOKEN	0
153	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it EMOJI_769	1
154	AUTHOR_TOKEN Hate it . Go back to the old format please .	0
155	AUTHOR_TOKEN its a week joke I have with Jessica and my niece 🙌	0
156	AUTHOR_TOKEN You seriously bought a giant TV to play in the box ?	0
157	Haha who the fuck says that to someone TOPIC_TrueGentlemen	1
158	If you do not want Hall to eventually ask for a trade then hope for consistency in the message . Change too much you might as well start over	0
159	AUTHOR_TOKEN AUTHOR_TOKEN wow . That here though , sorry grandpa , we use mac these days TOPIC_WelcomeToTheWorld TOPIC_NeverArgueWithFools	0
160	AUTHOR_TOKEN I liked the first one . Never cared enough to watch the sequel ( s ? ) . That said , I will only watch the TOPIC_reboot because of TOPIC_ChrisPratt	0
161	TOPIC_working . blues . enough . vacation . days URL_TOKEN	0
162	"AUTHOR_TOKEN The badger crusade continues . | "" Gloucestershire badger patrols triggered by illegal trapping fears "" | URL_TOKEN"	0
163	AUTHOR_TOKEN I also support instantly murdering 12 year olds with fake plastic guns in public parks . .	0
164	Auntie just called and said shes on her way . . | I better get dressed then EMOJI_808 EMOJI_769 EMOJI_769	0
165	Ahh 7 a . m bedtimes , how I have missed you TOPIC_examproblems	1
166	Nerd TOPIC_piccollage having a bit of fun with Georgia TOPIC_nerd TOPIC_chistmas TOPIC_sillybilly AUTHOR_TOKEN chilling on my comfy . . URL_TOKEN	0
167	AUTHOR_TOKEN I think it was the hotel owners . .	0
168	AUTHOR_TOKEN : One day I want to travel with my bestfriend 🌏 ✈ ️ URL_TOKEN DONE DID TRAVELED DA WORLD ! ! AUTHOR_TOKEN EMOJI_694 ️	0
169	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN Again fans come second . Thanks again	1
170	When you return in kind then so called friends label you as being unkind . EMOJI_5	0
171	Sometimes i just dont understand anything | TOPIC_stubborn URL_TOKEN	0
172	That was the cutest thing ever EMOJI_778 EMOJI_779	0
173	Oh how I love that my ass is too big to fit into my jeans anymore . TOPIC_bigbootybitches	1
174	AUTHOR_TOKEN does not lucky and fortunate mean the same thing ?	1
175	I enjoy stealing my husband hat every once in awhile EMOJI_778 EMOJI_779 EMOJI_823 TOPIC_heyyall TOPIC_GoodMorning URL_TOKEN	0
176	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN His tweet in the context of his history is what makes it a clear bait .	0
177	Insanity is doing the same thing twice and expecting different results	0
178	3 hours sleep yay loving life	1
179	wow , look at you hotshot . TOPIC_isthatajoke	1
180	AUTHOR_TOKEN Can not wait to play the TOPIC_BFHardline Beta with you EMOJI_283 TOPIC_Epic	0
181	"Contemplating responding to AUTHOR_TOKEN ' s tweet saying "" what remains of their pride "" but not sure how well that will go down"	1
182	Having to be up in four hours sounds great	1
183	OH and now the District line has major signal failures and delays FANTASTIC ! ! !	1
184	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN sure that will end well	1
185	Country music & photo editing , my type of morning ☀ ️ EMOJI_59	0
186	LOL . . Micromax is promising that service ? URL_TOKEN	1
187	Its so hard to choose between the pleasure and the pain TOPIC_Girl TOPIC_December TOPIC_Love TOPIC_Dream TOPIC_Strong URL_TOKEN	0
188	AUTHOR_TOKEN Adrian was raised that way and he made it to the NFL . Maybe he thought that would motivate his kid to get there too ?	1
189	"She heard Him cry and His little fingers & toes were counted and Mary exclaimed "" He 's PERFECT ! "" Oh Mary , you so cray cray ."	1
190	My secret name is lizard squad . I like to ruin people 's fun time . Follow and rt to a_billion and you will have fun . TOPIC_psn TOPIC_giveitup	1
191	Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £ 99 .	1
192	AUTHOR_TOKEN you tweet about having a flip phone ? Now that 's the definition of	0
193	AUTHOR_TOKEN yea we was we too only a couple schools played black & not its a black dominate game	1
194	Do not forget to join AUTHOR_TOKEN for TOPIC_Steak Night tonight starting at 4pm ! TOPIC_nyc TOPIC_food TOPIC_foodie	0
195	AUTHOR_TOKEN AUTHOR_TOKEN I do not think I have ever seen Love Actually all the way through . I tried once last year . I do not remember it .	0
196	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN My , Nephew stopped a lot . His long hair . looks like a drug dealer . Never smoked anything Pills ? not an aspirin .	0
197	TOPIC_QZ8501 asks permission to TOPIC_takeoff : TOPIC_towercontrol of TOPIC_Surubaya : yeah . . y can go . . away .	0
198	AUTHOR_TOKEN AUTHOR_TOKEN | Answer 2 - More than 150 artists | TOPIC_WinSunburnPasses	0
199	AUTHOR_TOKEN AUTHOR_TOKEN not playing out in the provinces like , oh , Mississippi .	1
200	Church sign of the day : How would you feel if we celebrated your birthday without you ? 🙊 TOPIC_StoleEm TOPIC_TheReasonForTheSeason	0
201	AUTHOR_TOKEN : AUTHOR_TOKEN IT HAS THE WORD MAN IN IT ! ! Just as sexist as saying mail man instead of mail carrier . TOPIC_MichiganMan	1
202	Did you know ? If you are reading this right now you are not blind . . lol .	1
203	AUTHOR_TOKEN AUTHOR_TOKEN yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately . Elitism at its finest .	0
204	Love this weather	1
205	AUTHOR_TOKEN Psst . You spelt ' thing ' wrong | |	0
206	URL_TOKEN What Day is the Sabbath ? TOPIC_follow TOPIC_Jesus TOPIC_Christ TOPIC_FBC TOPIC_FBCJAX URL_TOKEN	0
207	tough day in sun TOPIC_kitsch TOPIC_funny AUTHOR_TOKEN Costa Teguise Lanzarote URL_TOKEN	0
208	AUTHOR_TOKEN if AUTHOR_TOKEN exclude BF3 maps from the poll . . I am going to RIOT ! ! I really want Seine Crossing back EMOJI_816 EMOJI_816 | I would pay for it ! !	0
209	I love 14 hour shifts EMOJI_820 EMOJI_820 EMOJI_820	1
210	The whole TOPIC_Misogyny thing is hanging in there with Women from the right . A cat fight now ? , imagine pulling that on the left TOPIC_pmlive	1
211	Yea , yea that 's logical .	1
212	Over on CBS at noon is TOPIC_BALvsMIA . FOX has TOPIC_SEAvsPHI after the TOPIC_Saints . TOPIC_NFL	0
213	So Aaron sorkin goes on AUTHOR_TOKEN to talk about not liking the media talking about Sony hack ? Using media to bitch about media ?	1
214	you have no argument because you are insane | AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
215	TOPIC_FergusonRiotTips Remember , the only way ppl listen is if you burn down their stores | | TOPIC_Ferguson TOPIC_VitoandVito TOPIC_WAARMedia TOPIC_tcot TOPIC_ycot	1
216	My fingers smell like lavashak EMOJI_5	0
217	TOPIC_notcies TOPIC_eu Juncker receives birthday surprise : One_million signatures opposing TTIP and CETA URL_TOKEN	0
218	TOPIC_Forever TOPIC_Young , Forever TOPIC_Out , Forever in TOPIC_our TOPIC_hearts . | TOPIC_RIP TOPIC_PhillipJoelHughes . AUTHOR_TOKEN AUTHOR_TOKEN	0
219	Last day in Naples with my Emma girl ! 🌴 ☀ TOPIC_soeasytotakeapicwithatoddler TOPIC_19wksandcounting . . URL_TOKEN	1
220	Say no more . . TOPIC_bigclub URL_TOKEN	1
221	AUTHOR_TOKEN anytime ! Cash is acceptable every where . And can be used toward whatever they want / need .	0
222	AUTHOR_TOKEN Nah , it 's better we all act like the North Korean govt and police people 's private thoughts .	1
223	AUTHOR_TOKEN my 7 - year-old got it for me ! I think Macy 's URL_TOKEN	0
224	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday .	1
225	Today 's court proceedings , allowing prisoners access to books in England & Wales , surely confirms it 's time to limit judicial review .	1
226	Yay I love being awake at 5 in the morning EMOJI_767 🔫	1
227	Off to a slow start this morning . EMOJI_820	0
228	AUTHOR_TOKEN getting power from wind is so outdated and unsightly , we should be siphoning it directly from the sun by now .	1
229	Really looked forward to waking up this early for finals . .	1
230	Oh how I love listening to Fox News in the background while opening presents .	1
231	Those bad Anonymous and Occupy people did it all because they support white supremacy	1
232	AUTHOR_TOKEN AUTHOR_TOKEN Well that 's a completely well reasoned and thought out argument . You have changed my mind ! ! ! TOPIC_Ferguson	1
233	AUTHOR_TOKEN Yeah no I am still laughing . It 's not even that funny and I am still laughing	0
234	AUTHOR_TOKEN AUTHOR_TOKEN gotta be a joke about tootin a Horn somewhere	0
235	Gotta go out with him and the third , forth , fifth . . wheels . | TOPIC_WinterThought	0
236	Cc : AUTHOR_TOKEN My last tweet . Wayne 's World is a great movie .	1
237	AUTHOR_TOKEN AUTHOR_TOKEN zero place for that . when the karma train finds Raiola , I hope it has a full head of steam	0
238	Earn cash by Posting & Tweeting ! | URL_TOKEN | | Get started at URL_TOKEN TOPIC_homebasedbusiness TOPIC_LOL	0
239	Oracle on Windows 200 . This should be fun !	1
240	last day of classes TOPIC_trill except finals whoop	1
241	YOU blame him for everything else AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN	0
242	With dropping oil prices , thank goodness TOPIC_PMHarper has worked so hard trying to tie our economy to the oil & gas sector . TOPIC_cdnpoli	1
243	when singing along to songs in Korean and there is a part in English , I sing it with a Korean accent . WHY .	0
244	save your work folks . i am offically cntrl-alt-deleting this week .	0
245	I am glad Andy can tweet all day but not text me back . TOPIC_loved	1
246	": When some masseuses offer "" soothing "" massages the way reviewers offer stinging criticisms . TOPIC_Masseuse = TOPIC_Reviewer TOPIC_Massage = TOPIC_Criticism"	1
247	AUTHOR_TOKEN TOPIC_it shows you that APC is a free and fair party TOPIC_run by intellectuals TOPIC_and this is what we call democracy dictatorship #	0
248	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN How dare you accuse me of being a boomer .	0
249	Hungry and hungover TOPIC_a TOPIC_good TOPIC_day	0
250	Oi na how am I functioning right now TOPIC_sleepdeprived	0
251	AUTHOR_TOKEN I literally do not know	0
252	AUTHOR_TOKEN AUTHOR_TOKEN What does PTI do apart from whining ? TOPIC_Youthiacrasy	1
253	True URL_TOKEN	1
254	AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN tells someone to spell correctly while completely fucking up his tweet	1
255	My solo costume so far is Charcoal Grey Bottoms . . making some real progress .	1
256	Pay Ghost Soldiers in Iraq & cut pay of US TOPIC_Military . TOPIC_keepyourpromise AUTHOR_TOKEN AUTHOR_TOKEN AUTHOR_TOKEN URL_TOKEN	1
257	. . but then it started itself and made the Windows noise . So starts this exciting day of mine . . !	1
258	AUTHOR_TOKEN me and you are the only ones that love it EMOJI_773 EMOJI_54 🎉 EMOJI_59	0
259	In need of a rose winee 🍷 🍷	0
260	Yesterday TOPIC_PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is TOPIC_PTIKeptPakFirst	1
261	"My whole life is just "" oh ok "" ."	0
262	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby	0
263	TOPIC_succes TOPIC_it TOPIC_is TOPIC_about TOPIC_what TOPIC_we TOPIC_see TOPIC_if TOPIC_we just TOPIC_keep TOPIC_hope TOPIC_and TOPIC_never TOPIC_give TOPIC_up TOPIC_success TOPIC_is . . URL_TOKEN	0
264	I can already tell today is going to be a wonderful day	1
265	AUTHOR_TOKEN AUTHOR_TOKEN Junior got a rim shot for a ' rim job ' joke .	1
266	Found out the reason that weekend closer makes my life miserable is because I am atheist . TOPIC_hypocrite TOPIC_atheistproblems TOPIC_serverproblems	0
267	Staying TOPIC_casual TOPIC_monday TOPIC_funday TOPIC_ootd TOPIC_fashion TOPIC_style TOPIC_allyouneedisstyle TOPIC_todayimwearing URL_TOKEN	1
268	AUTHOR_TOKEN so so problematic . . God bless her . It 's a shame what 've we done to pakistan . EMOJI_4	0
269	TOPIC_TortureReport trending ; I was not aware J . K . Rowling released her new book .	1
270	AUTHOR_TOKEN AUTHOR_TOKEN Too Sad . . LOCAL NOW !	1
271	AUTHOR_TOKEN wtf thanks for saying bye	1
272	Ahh gotta love those December electric bills .	1
273	dead ? Why is this stupidest of memes still perpetuated ?	1
274	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty . .	1
275	Great , I have got a lung infection . This is fun . EMOJI_3 | TOPIC_notfun TOPIC_miserable	1
276	Jeez it 's a lovely morning out ! ! 💨 💧 💦 👎 TOPIC_Ireland TOPIC_December	1
277	AUTHOR_TOKEN I need a spot for my birthday	0
278	AUTHOR_TOKEN I do not think . I know !	0
